"","game_id","data_set","date","a1","a2","a3","a4","a5","h1","h2","h3","h4","h5","period","away_score","home_score","remaining_time","elapsed","play_length","play_id","team","event_type","assist","away","home","block","entered","left","num","opponent","outof","player","points","possession","reason","result","steal","type","shot_distance","original_x","original_y","converted_x","converted_y","description","periodTime","totalTime","playlength","ShotType","oppTeam","xx","yy"
"91562",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Giannis Antetokounmpo","Pat Connaughton","Brook Lopez","Donte DiVincenzo","DeAndre Jordan","James Harden","Joe Harris","Bruce Brown","Jeff Green",4,98,100,"0:09:22","0:02:38","0:00:00",377,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (25 PTS)",158,2318,0,"FT","MIL",NA,NA
"91564",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Giannis Antetokounmpo","Pat Connaughton","Brook Lopez","Donte DiVincenzo","DeAndre Jordan","James Harden","Joe Harris","Bruce Brown","Jeff Green",4,98,101,"0:09:22","0:02:38","0:00:00",379,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (26 PTS)",158,2318,0,"FT","MIL",NA,NA
"91566",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Giannis Antetokounmpo","Pat Connaughton","Brook Lopez","Donte DiVincenzo","DeAndre Jordan","James Harden","Joe Harris","Kevin Durant","Jeff Green",4,100,103,"0:08:46","0:03:14","0:00:25",381,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",8,-5,83,24.5,80.7,"Harden 8' Driving Floating Jump Shot (28 PTS)",194,2354,25,"2P","MIL",-0.5,-33.45
"91572",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Giannis Antetokounmpo","Pat Connaughton","Brook Lopez","Donte DiVincenzo","DeAndre Jordan","James Harden","Joe Harris","Kevin Durant","Jeff Green",4,100,107,"0:07:54","0:04:06","0:00:05",387,"BKN","shot","Kevin Durant","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",3,-9,25,24.1,86.5,"Harden 3' Running Layup (30 PTS) (Durant 6 AST)",246,2406,5,"2P","MIL",-0.9,-39.25
"91579",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Giannis Antetokounmpo","Jrue Holiday","Brook Lopez","Khris Middleton","DeAndre Jordan","James Harden","Joe Harris","Kevin Durant","Jeff Green",4,100,107,"0:07:25","0:04:35","0:00:06",394,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",26,129,223,37.9,66.7,"MISS Harden 26' 3PT Step Back Jump Shot",275,2435,6,"3P","MIL",12.9,-19.45
"91615",22000209,"2020-21 Regular Season","2021-01-18","Donte DiVincenzo","Pat Connaughton","Jrue Holiday","Brook Lopez","Khris Middleton","Bruce Brown","James Harden","Joe Harris","Kevin Durant","Jeff Green",4,113,114,"0:03:37","0:08:23","0:00:30",430,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating bank jump shot",7,-3,68,24.7,82.2,"Harden 7' Driving Floating Bank Jump Shot (32 PTS)",503,2663,30,"2P","MIL",-0.3,-34.95
"91630",22000209,"2020-21 Regular Season","2021-01-18","Giannis Antetokounmpo","Pat Connaughton","Jrue Holiday","Brook Lopez","Khris Middleton","DeAndre Jordan","James Harden","Joe Harris","Kevin Durant","Jeff Green",4,117,118,"0:01:55","0:10:05","0:00:11",445,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",9,33,79,28.3,81.1,"Harden 9' Driving Floating Jump Shot (34 PTS)",605,2765,11,"2P","MIL",3.3,-33.85
"91642",22000209,"2020-21 Regular Season","2021-01-18","Giannis Antetokounmpo","Donte DiVincenzo","Jrue Holiday","Brook Lopez","Khris Middleton","DeAndre Jordan","James Harden","Joe Harris","Kevin Durant","Jeff Green",4,123,122,"0:00:41","0:11:19","0:00:14",457,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt jump shot",26,-170,195,8,69.5,"MISS Harden 26' 3PT Jump Shot",679,2839,14,"3P","MIL",-17,-22.25
"94106",22000216,"2020-21 Regular Season","2021-01-20","Jeff Green","Kevin Durant","James Harden","Joe Harris","Bruce Brown","Jarrett Allen","Collin Sexton","Cedi Osman","Taurean Prince","Damyean Dotson",2,23,32,"0:10:35","0:01:25","0:00:08",110,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",1,9,1,24.1,5.1,"MISS Harden 1' Driving Layup",85,805,8,"2P","CLE",0.9,-41.65
"94120",22000216,"2020-21 Regular Season","2021-01-20","Jeff Green","Kevin Durant","James Harden","Joe Harris","Bruce Brown","Jarrett Allen","Collin Sexton","Cedi Osman","Taurean Prince","Damyean Dotson",2,26,32,"0:09:04","0:02:56","0:00:06",124,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","layup",2,16,9,23.4,5.9,"MISS Harden 2' Driving Finger Roll Layup",176,896,6,"2P","CLE",1.6,-40.85
"94203",22000216,"2020-21 Regular Season","2021-01-20","Kevin Durant","James Harden","Kyrie Irving","Joe Harris","DeAndre Jordan","Damyean Dotson","Taurean Prince","Jarrett Allen","Larry Nance Jr.","Isaac Okoro",2,48,49,"0:00:18","0:11:42","0:00:00",207,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (1 PTS)",702,1422,0,"FT","CLE",NA,NA
"94208",22000216,"2020-21 Regular Season","2021-01-20","Kevin Durant","James Harden","Kyrie Irving","Joe Harris","DeAndre Jordan","Damyean Dotson","Taurean Prince","Jarrett Allen","Larry Nance Jr.","Isaac Okoro",2,49,49,"0:00:18","0:11:42","0:00:00",212,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (2 PTS)",702,1422,0,"FT","CLE",NA,NA
"94219",22000216,"2020-21 Regular Season","2021-01-20","James Harden","DeAndre Jordan","Jeff Green","Kyrie Irving","Kevin Durant","Larry Nance Jr.","Isaac Okoro","Collin Sexton","Andre Drummond","Cedi Osman",3,55,54,"0:10:44","0:01:16","0:00:03",223,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",26,116,233,13.4,28.3,"Harden 26' 3PT Step Back Jump Shot (5 PTS)",76,1516,3,"3P","CLE",11.6,-18.45
"94238",22000216,"2020-21 Regular Season","2021-01-20","James Harden","DeAndre Jordan","Jeff Green","Kyrie Irving","Kevin Durant","Larry Nance Jr.","Isaac Okoro","Collin Sexton","Andre Drummond","Cedi Osman",3,60,66,"0:07:48","0:04:12","0:00:10",242,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","jump shot",15,19,149,23.1,19.9,"MISS Harden 15' Step Back Jump Shot",252,1692,10,"2P","CLE",1.9,-26.85
"94257",22000216,"2020-21 Regular Season","2021-01-20","James Harden","DeAndre Jordan","Jeff Green","Kyrie Irving","Kevin Durant","Larry Nance Jr.","Isaac Okoro","Damyean Dotson","Andre Drummond","Cedi Osman",3,64,70,"0:05:48","0:06:12","0:00:07",261,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating jump shot",8,-33,68,28.3,11.8,"MISS Harden 8' Driving Floating Jump Shot",372,1812,7,"2P","CLE",-3.3,-34.95
"94259",22000216,"2020-21 Regular Season","2021-01-20","James Harden","DeAndre Jordan","Jeff Green","Kyrie Irving","Kevin Durant","Larry Nance Jr.","Isaac Okoro","Damyean Dotson","Andre Drummond","Cedi Osman",3,66,70,"0:05:42","0:06:18","0:00:00",263,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",0,0,0,25,5,"Harden Tip Layup Shot (7 PTS)",378,1818,0,"2P","CLE",0,-41.75
"94316",22000216,"2020-21 Regular Season","2021-01-20","Joe Harris","Reggie Perry","Timothe Luwawu-Cabarrot","James Harden","Kevin Durant","Larry Nance Jr.","Taurean Prince","Damyean Dotson","Jarrett Allen","Cedi Osman",3,76,87,"0:00:33","0:11:27","0:00:03",320,"BKN","shot","Joe Harris","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt jump shot",29,-87,272,33.7,32.2,"Harden 29' 3PT Jump Shot (10 PTS) (Harris 2 AST)",687,2127,3,"3P","CLE",-8.7,-14.55
"94335",22000216,"2020-21 Regular Season","2021-01-20","Kyrie Irving","Jeff Green","James Harden","Reggie Perry","Joe Harris","Damyean Dotson","Taurean Prince","Jarrett Allen","Cedi Osman","Isaac Okoro",4,83,94,"0:10:10","0:01:50","0:00:25",339,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt jump shot",25,217,120,3.3,17,"MISS Harden 25' 3PT Jump Shot",110,2270,25,"3P","CLE",21.7,-29.75
"94377",22000216,"2020-21 Regular Season","2021-01-20","Kyrie Irving","Jeff Green","James Harden","Kevin Durant","Joe Harris","Andre Drummond","Taurean Prince","Larry Nance Jr.","Collin Sexton","Isaac Okoro",4,100,105,"0:05:59","0:06:01","0:00:22",381,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",34,102,326,14.8,37.6,"Harden 34' 3PT Step Back Jump Shot (13 PTS)",361,2521,22,"3P","CLE",10.2,-9.15
"94396",22000216,"2020-21 Regular Season","2021-01-20","Kyrie Irving","Jeff Green","James Harden","Kevin Durant","Joe Harris","Jarrett Allen","Cedi Osman","Larry Nance Jr.","Collin Sexton","Isaac Okoro",4,107,110,"0:03:28","0:08:32","0:00:18",400,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating bank jump shot",5,-46,25,29.6,7.5,"Harden 5' Driving Floating Bank Jump Shot (15 PTS)",512,2672,18,"2P","CLE",-4.6,-39.25
"94407",22000216,"2020-21 Regular Season","2021-01-20","Kyrie Irving","Jeff Green","James Harden","Kevin Durant","Joe Harris","Jarrett Allen","Cedi Osman","Larry Nance Jr.","Collin Sexton","Isaac Okoro",4,110,112,"0:01:49","0:10:11","0:00:00",411,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (16 PTS)",611,2771,0,"FT","CLE",NA,NA
"94409",22000216,"2020-21 Regular Season","2021-01-20","Kyrie Irving","Jeff Green","James Harden","Kevin Durant","Joe Harris","Jarrett Allen","Cedi Osman","Larry Nance Jr.","Collin Sexton","Isaac Okoro",4,111,112,"0:01:49","0:10:11","0:00:00",413,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (17 PTS)",611,2771,0,"FT","CLE",NA,NA
"94420",22000216,"2020-21 Regular Season","2021-01-20","Kyrie Irving","Jeff Green","James Harden","Kevin Durant","Joe Harris","Jarrett Allen","Cedi Osman","Larry Nance Jr.","Collin Sexton","Isaac Okoro",4,113,113,"0:00:27","0:11:33","0:00:22",424,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",28,-158,232,40.8,28.2,"MISS Harden 28' 3PT Step Back Jump Shot",693,2853,22,"3P","CLE",-15.8,-18.55
"94452",22000216,"2020-21 Regular Season","2021-01-20","Kevin Durant","Jeff Green","Kyrie Irving","Joe Harris","James Harden","Jarrett Allen","Collin Sexton","Isaac Okoro","Larry Nance Jr.","Cedi Osman",5,118,113,"0:03:12","0:01:48","0:00:08",456,"BKN","shot","","","","Jarrett Allen","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",1,2,-11,24.8,3.9,"Allen BLOCK (4 BLK): MISS Harden 1' Driving Layup",528,3408,8,"2P","CLE",0.2,-42.85
"94476",22000216,"2020-21 Regular Season","2021-01-20","Kevin Durant","Jeff Green","Kyrie Irving","Joe Harris","James Harden","Taurean Prince","Collin Sexton","Jarrett Allen","Larry Nance Jr.","Cedi Osman",5,124,122,"0:00:18","0:04:42","0:00:00",480,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (18 PTS)",702,3582,0,"FT","CLE",NA,NA
"94477",22000216,"2020-21 Regular Season","2021-01-20","Kevin Durant","Jeff Green","Kyrie Irving","Joe Harris","James Harden","Taurean Prince","Collin Sexton","Jarrett Allen","Larry Nance Jr.","Cedi Osman",5,125,122,"0:00:18","0:04:42","0:00:00",481,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (19 PTS)",702,3582,0,"FT","CLE",NA,NA
"94521",22000216,"2020-21 Regular Season","2021-01-20","Kevin Durant","Joe Harris","Kyrie Irving","James Harden","Jeff Green","Jarrett Allen","Cedi Osman","Collin Sexton","Larry Nance Jr.","Taurean Prince",6,131,139,"0:01:47","0:03:13","0:00:10",525,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",28,-204,197,45.4,24.7,"MISS Harden 28' 3PT Step Back Jump Shot",613,4213,10,"3P","CLE",-20.4,-22.05
"94531",22000216,"2020-21 Regular Season","2021-01-20","Kevin Durant","Joe Harris","Kyrie Irving","James Harden","Jeff Green","Jarrett Allen","Cedi Osman","Collin Sexton","Larry Nance Jr.","Taurean Prince",6,135,145,"0:00:17","0:04:43","0:00:08",535,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving reverse layup",1,5,5,24.5,5.5,"Harden 1' Driving Reverse Layup (21 PTS)",703,4303,8,"2P","CLE",0.5,-41.25
"101178",22000232,"2020-21 Regular Season","2021-01-22","DeAndre Jordan","Kyrie Irving","James Harden","Bruce Brown","Joe Harris","Andre Drummond","Isaac Okoro","Larry Nance Jr.","Collin Sexton","Cedi Osman",1,0,0,"0:11:36","0:00:24","0:00:09",4,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",25,203,151,4.7,20.1,"MISS Harden 25' 3PT Step Back Jump Shot",24,24,9,"3P","CLE",20.3,-26.65
"101189",22000232,"2020-21 Regular Season","2021-01-22","DeAndre Jordan","Kyrie Irving","James Harden","Bruce Brown","Joe Harris","Andre Drummond","Isaac Okoro","Larry Nance Jr.","Collin Sexton","Cedi Osman",1,6,2,"0:10:26","0:01:34","0:00:10",15,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",29,56,289,19.4,33.9,"Harden 29' 3PT Step Back Jump Shot (3 PTS)",94,94,10,"3P","CLE",5.6,-12.85
"101197",22000232,"2020-21 Regular Season","2021-01-22","DeAndre Jordan","Kyrie Irving","James Harden","Bruce Brown","Joe Harris","Andre Drummond","Isaac Okoro","Larry Nance Jr.","Collin Sexton","Cedi Osman",1,9,4,"0:09:36","0:02:24","0:00:03",23,"BKN","shot","Joe Harris","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt jump shot",23,232,5,1.8,5.5,"Harden 3PT Jump Shot (6 PTS) (Harris 1 AST)",144,144,3,"3P","CLE",23.2,-41.25
"101227",22000232,"2020-21 Regular Season","2021-01-22","DeAndre Jordan","Kyrie Irving","James Harden","Bruce Brown","Joe Harris","Andre Drummond","Taurean Prince","Larry Nance Jr.","Collin Sexton","Cedi Osman",1,17,15,"0:06:16","0:05:44","0:00:02",53,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating jump shot",3,11,29,23.9,7.9,"MISS Harden 3' Driving Floating Jump Shot",344,344,2,"2P","CLE",1.1,-38.85
"101284",22000232,"2020-21 Regular Season","2021-01-22","Reggie Perry","James Harden","Jeff Green","Timothe Luwawu-Cabarrot","Landry Shamet","Jarrett Allen","Taurean Prince","Dylan Windler","Darius Garland","Damyean Dotson",1,30,32,"0:02:11","0:09:49","0:00:00",110,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (7 PTS)",589,589,0,"FT","CLE",NA,NA
"101285",22000232,"2020-21 Regular Season","2021-01-22","Reggie Perry","James Harden","Jeff Green","Timothe Luwawu-Cabarrot","Landry Shamet","Jarrett Allen","Taurean Prince","Dylan Windler","Darius Garland","Damyean Dotson",1,30,32,"0:02:11","0:09:49","0:00:00",111,"BKN","free throw","","","","","","",2,"",2,"James Harden",0,"","","missed","","free throw 2/2",NA,NA,NA,NA,NA,"MISS Harden Free Throw 2 of 2",589,589,0,"FT","CLE",NA,NA
"101300",22000232,"2020-21 Regular Season","2021-01-22","Reggie Perry","James Harden","Jeff Green","Timothe Luwawu-Cabarrot","Landry Shamet","Jarrett Allen","Taurean Prince","Dylan Windler","Darius Garland","Damyean Dotson",1,33,34,"0:00:31","0:11:29","0:00:05",126,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating bank jump shot",10,9,98,24.1,14.8,"MISS Harden 10' Driving Floating Bank Jump Shot",689,689,5,"2P","CLE",0.9,-31.95
"101320",22000232,"2020-21 Regular Season","2021-01-22","Joe Harris","Jeff Green","Reggie Perry","James Harden","Timothe Luwawu-Cabarrot","Cedi Osman","Jarrett Allen","Dylan Windler","Isaac Okoro","Collin Sexton",2,38,34,"0:10:27","0:01:33","0:00:09",146,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",29,209,201,4.1,25.1,"Harden 29' 3PT Step Back Jump Shot (10 PTS)",93,813,9,"3P","CLE",20.9,-21.65
"101328",22000232,"2020-21 Regular Season","2021-01-22","Joe Harris","Jeff Green","Reggie Perry","James Harden","Timothe Luwawu-Cabarrot","Cedi Osman","Jarrett Allen","Dylan Windler","Isaac Okoro","Collin Sexton",2,38,41,"0:08:55","0:03:05","0:00:19",154,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",29,99,268,15.1,31.8,"MISS Harden 29' 3PT Step Back Jump Shot",185,905,19,"3P","CLE",9.9,-14.95
"101374",22000232,"2020-21 Regular Season","2021-01-22","Bruce Brown","Landry Shamet","DeAndre Jordan","Kyrie Irving","James Harden","Larry Nance Jr.","Andre Drummond","Darius Garland","Isaac Okoro","Collin Sexton",2,47,55,"0:04:08","0:07:52","0:00:06",200,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt jump shot",26,-118,226,36.8,27.6,"MISS Harden 25' 3PT Jump Shot",472,1192,6,"3P","CLE",-11.8,-19.15
"101392",22000232,"2020-21 Regular Season","2021-01-22","Bruce Brown","Landry Shamet","DeAndre Jordan","Kyrie Irving","James Harden","Larry Nance Jr.","Andre Drummond","Darius Garland","Damyean Dotson","Cedi Osman",2,54,59,"0:01:58","0:10:02","0:00:28",218,"BKN","shot","","","","Andre Drummond","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating bank jump shot",4,-27,27,27.7,7.7,"Drummond BLOCK (1 BLK): MISS Harden 4' Driving Floating Bank Jump Shot",602,1322,28,"2P","CLE",-2.7,-39.05
"101440",22000232,"2020-21 Regular Season","2021-01-22","Bruce Brown","DeAndre Jordan","Joe Harris","Kyrie Irving","James Harden","Collin Sexton","Larry Nance Jr.","Andre Drummond","Cedi Osman","Isaac Okoro",3,70,69,"0:07:47","0:04:13","0:00:13",266,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",27,-207,167,45.7,21.7,"Harden 27' 3PT Step Back Jump Shot (13 PTS)",253,1693,13,"3P","CLE",-20.7,-25.05
"101497",22000232,"2020-21 Regular Season","2021-01-22","Timothe Luwawu-Cabarrot","James Harden","Landry Shamet","Reggie Perry","Jeff Green","Darius Garland","Larry Nance Jr.","Dylan Windler","Taurean Prince","Jarrett Allen",3,79,91,"0:02:51","0:09:09","0:00:14",323,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",0,-3,2,25.3,5.2,"Harden Driving Finger Roll Layup (15 PTS)",549,1989,14,"2P","CLE",-0.3,-41.55
"101514",22000232,"2020-21 Regular Season","2021-01-22","Timothe Luwawu-Cabarrot","James Harden","Landry Shamet","Joe Harris","Jeff Green","Darius Garland","Isaac Okoro","Dylan Windler","Taurean Prince","Jarrett Allen",3,84,98,"0:00:16","0:11:44","0:00:12",340,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",28,96,263,15.4,31.3,"MISS Harden 28' 3PT Step Back Jump Shot",704,2144,12,"3P","CLE",9.6,-15.45
"101520",22000232,"2020-21 Regular Season","2021-01-22","James Harden","Jeff Green","Joe Harris","Landry Shamet","Timothe Luwawu-Cabarrot","Dylan Windler","Jarrett Allen","Collin Sexton","Taurean Prince","Isaac Okoro",4,85,98,"0:11:47","0:00:13","0:00:00",346,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (16 PTS)",13,2173,0,"FT","CLE",NA,NA
"101521",22000232,"2020-21 Regular Season","2021-01-22","James Harden","Jeff Green","Joe Harris","Landry Shamet","Timothe Luwawu-Cabarrot","Dylan Windler","Jarrett Allen","Collin Sexton","Taurean Prince","Isaac Okoro",4,86,98,"0:11:47","0:00:13","0:00:00",347,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (17 PTS)",13,2173,0,"FT","CLE",NA,NA
"101537",22000232,"2020-21 Regular Season","2021-01-22","James Harden","Jeff Green","Joe Harris","Landry Shamet","Timothe Luwawu-Cabarrot","Dylan Windler","Jarrett Allen","Collin Sexton","Cedi Osman","Isaac Okoro",4,88,100,"0:09:31","0:02:29","0:00:20",363,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving layup",2,9,15,24.1,6.5,"Harden 2' Driving Layup (19 PTS)",149,2309,20,"2P","CLE",0.9,-40.25
